7.58033s : 	3561517405	35315721	0
13.9336s : 	3560427994	35746171	0
19.7799s : 	3560408165	31301445	0
21.9952s : 	3555830059	33289868	0
28.4174s : 	3551236362	27638747	0
33.2411s : 	3549212408	13611697	0
38.7953s : 	3549211258	23105305	0
40.2239s : 	3548322919	18760186	0
41.5108s : 	3544321867	18933239	0
45.3714s : 	3543189546	17731364	0
49.5844s : 	3543093649	11584315	0
52.9034s : 	3541914571	11967117	0
56.2365s : 	3540728717	11107559	0
59.7253s : 	3539258871	11028996	0
63.6804s : 	3537814943	10965520	0
68.4944s : 	3535025221	10510556	0
72.4849s : 	3533197583	10517307	0
77.3056s : 	3531451909	10345849	0
81.9933s : 	3529384201	10173055	0
87.851s : 	3527101649	10434454	0
93.6311s : 	3525452777	10431341	0
98.6704s : 	3523923479	10376672	0
102.929s : 	3522546901	9675136	0
107.098s : 	3520951900	10384137	0
112.687s : 	3519748160	8547548	0
117.033s : 	3517904743	10291386	0
122.273s : 	3516482692	8691571	0
125.406s : 	3515271536	8575970	0
128.204s : 	3512652866	10346933	0
130.997s : 	3510473917	10347352	0
131.494s : 	3507643014	10334562	0
135.283s : 	3505827086	10319541	0
137.63s : 	3504337651	10355508	0
139.156s : 	3502752657	10433467	0
140.668s : 	3501348447	10360572	0
142.424s : 	3499839832	10346277	0
143.876s : 	3497478735	10363368	0
145.346s : 	3494641612	10375164	0
146.863s : 	3492984503	10313173	0
148.274s : 	3490755915	10264875	0
149.789s : 	3489040462	10324946	0
151.266s : 	3487517485	10275336	0
152.759s : 	3485828227	10239679	0
154.248s : 	3484257806	10253481	0
155.604s : 	3482627583	10265294	0
157.055s : 	3481122135	10287959	0
158.893s : 	3478642877	10304869	0
160.581s : 	3476998734	10294853	0
161.76s : 	3475358106	9870121	0
163.824s : 	3472897866	10296422	0
167.462s : 	3470490328	10244469	0
170.217s : 	3469240816	7945621	0
172.379s : 	3467770480	9396136	0
173.669s : 	3465271097	10285374	0
175.037s : 	3462811528	10309702	0
176.201s : 	3460600219	10312465	0
177.908s : 	3458900674	10141344	0
179.064s : 	3457322561	10212103	0
180.33s : 	3454484133	10309049	0
181.424s : 	3453276910	8186725	0
182.657s : 	3450908690	10386939	0
183.814s : 	3448783222	10350794	0
185.041s : 	3446180574	10351173	0
186.292s : 	3444285142	10286996	0
187.162s : 	3442547695	10303499	0
189.097s : 	3441012946	10288835	0
190.342s : 	3438177445	10791079	0
191.545s : 	3436594646	10433943	0
192.774s : 	3434897878	10419047	0
195.082s : 	3433187027	10384810	0
196.332s : 	3431413285	10402759	0
197.381s : 	3430166571	7454152	0
198.632s : 	3427610056	10410435	0
199.984s : 	3426011292	10411040	0
202.606s : 	3423401802	10414149	0
205.784s : 	3420675530	10433516	0
207.996s : 	3417852019	10445474	0
209.292s : 	3415957102	10474998	0
210.81s : 	3413341027	10476319	0
212.141s : 	3411689331	10499401	0
214.28s : 	3409854341	10518811	0
215.301s : 	3408594058	7163026	0
216.593s : 	3407004578	10554184	0
217.829s : 	3405153405	10585246	0
219.221s : 	3403179290	10571542	0
220.473s : 	3400658555	10566619	0
221.71s : 	3397979486	10586285	0
222.607s : 	3396196404	10591371	0
224.131s : 	3394355731	10618288	0
227.244s : 	3391649351	10615574	0
229.917s : 	3388590258	10627287	0
232.91s : 	3386070659	10645750	0
234.13s : 	3383323938	10654789	0
236.755s : 	3381066976	11249266	0
238.116s : 	3379096337	10705133	0
239.355s : 	3376342013	10717429	0
240.787s : 	3374466498	10736000	0
241.967s : 	3371823936	10734441	0
243.179s : 	3370041615	10741553	0
244.493s : 	3368187883	10769063	0
245.827s : 	3366459601	10749024	0
246.343s : 	3363010381	10813482	0
247.56s : 	3361018608	10937962	0
248.848s : 	3359119218	10904636	0
249.925s : 	3357930509	8193029	0
251.205s : 	3355014496	11060444	0
252.451s : 	3353010280	10890563	0
253.705s : 	3350045767	10874633	0
254.925s : 	3347244969	10904230	0
256.178s : 	3345243748	10956343	0
257.418s : 	3343158325	10899771	0
258.706s : 	3341108832	10931130	0
259.926s : 	3338264455	10927394	0
261.183s : 	3335308158	10926321	0
262.365s : 	3333188767	10106921	0
264.383s : 	3330521332	10945445	0
267.782s : 	3327638488	10961688	0
271.124s : 	3325162627	10963261	0
274.487s : 	3323196899	10975575	0
277.476s : 	3321201400	11013141	0
278.966s : 	3318836654	10913769	0
280.184s : 	3316754998	10126790	0
281.561s : 	3313926553	11058783	0
284.296s : 	3310901868	11076324	0
285.882s : 	3307916646	11064404	0
287.145s : 	3305818741	11080067	0
288.346s : 	3302787939	11064684	0
289.601s : 	3299817600	11078155	0
290.873s : 	3297553608	11096032	0
292.108s : 	3295539206	11076843	0
293.39s : 	3293553079	11096087	0
294.59s : 	3290556188	11114265	0
295.835s : 	3287413510	11115496	0
297.103s : 	3284303694	11101723	0
298.22s : 	3282488088	10400023	0
299.517s : 	3279722647	11096113	0
300.928s : 	3277683892	10647358	0
303.968s : 	3274569658	11124311	0
306.404s : 	3272513731	10865505	0
308.168s : 	3270513665	11169625	0
309.196s : 	3268623062	7135471	0
310.513s : 	3265351415	11172520	0
311.618s : 	3263948484	7792598	0
312.946s : 	3260893841	11213972	0
314.117s : 	3259115317	9277967	0
315.436s : 	3257313331	11192923	0
316.7s : 	3254331494	11208775	0
318.101s : 	3251469656	11204911	0
319.361s : 	3248548283	11218764	0
320.672s : 	3245567396	11232907	0
321.959s : 	3242369357	11249051	0
323.356s : 	3239116775	11262180	0
324.376s : 	3237943343	6210717	0
325.563s : 	3236272299	9710491	0
326.869s : 	3233002873	11294102	0
328.118s : 	3231108835	8773190	0
329.176s : 	3228855771	11081586	0
331.213s : 	3226410954	11369854	0
335.913s : 	3223300103	11360559	0
338.899s : 	3219816663	11365929	0
341.992s : 	3216635359	11379347	0
343.348s : 	3213475787	11399020	0
344.547s : 	3211181622	10907131	0
345.805s : 	3209007407	11403046	0
347.061s : 	3206593746	11465947	0
348.354s : 	3203499307	11477846	0
349.626s : 	3200283153	11482120	0
350.876s : 	3198217981	10998064	0
353.324s : 	3194868005	11487797	0
357.32s : 	3192855010	10452846	0
358.504s : 	3188926072	11485176	0
