3.97529s : 	1073741821	34749129	0
7.83798s : 	1073741811	35831005	0
11.0783s : 	1073741786	36793780	0
14.1986s : 	1073741709	37888009	0
18.3604s : 	1073741566	39063767	0
21.9343s : 	1073741266	40331490	0
26.1616s : 	1073740729	41584022	0
29.5203s : 	1073739866	42925239	0
34.2002s : 	1073738478	44216580	0
38.1527s : 	1073736291	45661630	0
42.4806s : 	1073733049	47081739	0
45.4694s : 	1073728313	48549581	0
49.9094s : 	1073721499	50050216	0
53.6405s : 	1073712358	51647716	0
57.1263s : 	1073699699	53205133	0
61.0663s : 	1073683021	54587975	0
63.7023s : 	1073661523	56140415	0
67.2358s : 	1073633694	57922962	0
70.8457s : 	1073598309	59762811	0
74.468s : 	1073553961	61634810	0
80.1456s : 	1073499041	63577513	0
84.4065s : 	1073431418	65424183	0
88.1992s : 	1073348820	67379363	0
92.0613s : 	1073248969	69145631	0
97.304s : 	1073129666	71153472	0
100.442s : 	1072988274	73135283	0
104.478s : 	1072820725	75064805	0
108.53s : 	1072623329	77292684	0
115.632s : 	1072393128	79515166	0
119.572s : 	1072125603	81839095	0
123.816s : 	1071816650	83487120	0
127.588s : 	1071462376	85870692	0
129.564s : 	1071013782	60185990	0
131.321s : 	1070496805	60639253	0
133.073s : 	1069904222	61152287	0
134.753s : 	1069228526	61592818	0
136.537s : 	1068458191	62202398	0
138.254s : 	1067580600	62745015	0
140.025s : 	1066590866	63528611	0
141.916s : 	1065473004	64018358	0
143.902s : 	1064224626	64257286	0
145.936s : 	1062825052	64986554	0
149.657s : 	1061263821	65300931	0
153.412s : 	1059520564	65883305	0
158.578s : 	1057600615	66217587	0
163.293s : 	1055462556	66767649	0
166.244s : 	1053126153	66666928	0
170.458s : 	1050566393	66632080	0
174.261s : 	1047768661	66694871	0
179.141s : 	1044725615	66724287	0
182.879s : 	1041393208	67092161	0
187.575s : 	1037778000	67099037	0
191.924s : 	1033876677	66819715	0
195.735s : 	1029662261	66584012	0
199.467s : 	1025145192	66236849	0
203.729s : 	1020288920	65756266	0
208.486s : 	1015096802	65313357	0
211.385s : 	1009577080	64461177	0
215.037s : 	1003703132	63777014	0
219.804s : 	997451248	63067589	0
224.324s : 	990830650	62154799	0
227.465s : 	983837444	61113843	0
229.147s : 	975945103	59996032	0
233.043s : 	968081079	61448749	0
234.804s : 	959251158	61126499	0
236.511s : 	950480956	61751320	0
238.198s : 	940644409	62350044	0
239.792s : 	930367565	61748009	0
241.403s : 	919599536	61352086	0
243.015s : 	908324305	60901692	0
244.63s : 	896581259	60420090	0
246.2s : 	884332283	59957598	0
247.748s : 	871696184	58976157	0
253.777s : 	858539895	58605840	0
258.825s : 	844947005	57812200	0
262.431s : 	830851993	57329466	0
265.803s : 	816379969	56417585	0
269.508s : 	801445421	55812783	0
271.929s : 	786203250	54635021	0
275.142s : 	770597223	53638317	0
278.25s : 	754664569	52644785	0
281.347s : 	738478885	51554585	0
285.654s : 	721868927	50923053	0
288.822s : 	705002300	49875621	0
291.922s : 	687925617	48670538	0
295.06s : 	670613192	47645137	0
298.37s : 	653169976	46426803	0
301.362s : 	635560879	45299502	0
304.375s : 	617853608	44127536	0
307.118s : 	600132968	42809009	0
310.149s : 	582367259	41655639	0
313.043s : 	564545172	40571193	0
316.133s : 	546758130	39381158	0
319.157s : 	528127684	39477157	0
320.076s : 	509910815	38894076	0
